cohort	sample1	sample2	sample1_tfx	sample2_tfx	tfx_diff	sample1_ploidy	sample2_ploidy	ploidy_diff
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T58TV0UZ1_P2_WES	1.0	1.0	0.0	2.992	2.992	0.0
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TM9UN5_P2_WES	1.0	1.0	0.0	2.992	2.989	0.003
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TN0UC2_P2_WES	1.0	1.0	0.0	2.992	3.016	0.024
pdmr_wes_bladder	512744--197-R--T59_P0_WES	512744--197-R--T59TN0UC1VC9_P3_WES	1.0	1.0	0.0	2.992	2.996	0.004
pdmr_wes_bladder	512744--197-R--T59TM8_P1_WES	512744--197-R--T59TN0UC1VC9_P3_WES	1.0	1.0	0.0	3.012	2.996	0.016
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FI8D05D58_P2_WES	1.0	1.0	0.0	2.0	2.002	0.002
pdmr_wes_bladder	558786--286-R--FI8_P0_WES	558786--286-R--FJ2D12D65_P2_WES	1.0	1.0	0.0	2.0	2.013	0.013
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI5M632_P1_WES	0.7701	0.9649	0.195	2.11	1.638	0.472
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI6K88_P1_WES	0.7701	1.0	0.23	2.11	2.019	0.091
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI6_RG-KD3_P1_WES	0.7701	0.9413	0.171	2.11	2.044	0.066
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI5M632_P1_WES	0.9701	0.9649	0.005	2.024	1.638	0.386
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI6K88_P1_WES	0.9701	1.0	0.03	2.024	2.019	0.005
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI6_RG-KD3_P1_WES	0.9701	0.9413	0.029	2.024	2.044	0.02
pdmr_wes_colorectal	135848--042-T--JI5M632_P1_WES	135848--042-T--JI5M633KB9_P2_WES	0.9649	0.965	0.0	1.638	1.603	0.035
pdmr_wes_colorectal	135848--042-T--JI6K88_P1_WES	135848--042-T--JI5M633KB9_P2_WES	1.0	0.965	0.035	2.019	1.603	0.416
pdmr_wes_colorectal	135848--042-T--JI6_RG-KD3_P1_WES	135848--042-T--JI5M633KB9_P2_WES	0.9413	0.965	0.024	2.044	1.603	0.441
pdmr_wes_colorectal	185487--224-T--KB5LE7_P1_WES	185487--224-T--KB5LE7_RG-M488_P2_WES	0.9832	1.0	0.017	3.076	3.023	0.053
pdmr_wes_colorectal	185487--224-T--KB5LE7_RG-M488_P2_WES	185487--224-T--KB5LE3MF2N28_P3_WES	1.0	1.0	0.0	3.023	3.044	0.021
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ6QC6_P1_WES	0.9851	0.9318	0.053	2.122	2.086	0.036
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ7VU0_P1_WES	0.9851	0.9162	0.069	2.122	2.061	0.061
pdmr_wes_colorectal	186413--043-R--UQ6QC6_P1_WES	186413--043-R--UQ7VT8W69_P2_WES	0.9318	0.9932	0.061	2.086	2.112	0.026
pdmr_wes_colorectal	186413--043-R--UQ6QC6_P1_WES	186413--043-R--UQ8Q44QR5_P2_WES	0.9318	0.9645	0.033	2.086	2.038	0.048
pdmr_wes_colorectal	186413--043-R--UQ7VU0_P1_WES	186413--043-R--UQ7VT8W69_P2_WES	0.9162	0.9932	0.077	2.061	2.112	0.051
pdmr_wes_colorectal	186413--043-R--UQ7VU0_P1_WES	186413--043-R--UQ8Q44QR5_P2_WES	0.9162	0.9645	0.048	2.061	2.038	0.023
pdmr_wes_colorectal	253994--281-T--E85M208_P1_WES	253994--281-T--E85M207E17_P2_WES	0.9834	1.0	0.017	1.941	1.934	0.007
pdmr_wes_colorectal	253994--281-T--E85M209_P1_WES	253994--281-T--E85M207E17_P2_WES	1.0	1.0	0.0	1.963	1.934	0.029
pdmr_wes_colorectal	253994--281-T--E85M207E17_P2_WES	253994--281-T--E85M209EE3F36A35_P4_WES	1.0	0.9971	0.003	1.934	1.958	0.024
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A62_P1_WES	1.0	1.0	0.0	2.007	2.009	0.002
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A63_P1_WES	1.0	1.0	0.0	2.007	2.007	0.0
pdmr_wes_colorectal	273541--280-R--E79A62_P1_WES	273541--280-R--E79A62F58_P2_WES	1.0	1.0	0.0	2.009	2.009	0.0
pdmr_wes_colorectal	273541--280-R--E79A63_P1_WES	273541--280-R--E79A62F58_P2_WES	1.0	1.0	0.0	2.007	2.009	0.002
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V73_P1_WES	0.9386	1.0	0.061	2.002	2.001	0.001
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V74_P1_WES	0.9386	1.0	0.061	2.002	2.004	0.002
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V73_P1_WES	1.0	1.0	0.0	2.016	2.001	0.015
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V74_P1_WES	1.0	1.0	0.0	2.016	2.004	0.012
pdmr_wes_colorectal	296347--364-R--U77V73_P1_WES	296347--364-R--U76V70QC7E19_P3_WES	1.0	1.0	0.0	2.001	2.014	0.013
pdmr_wes_colorectal	296347--364-R--U77V73_P1_WES	296347--364-R--U77V73PT4K85_P3_WES	1.0	0.9936	0.006	2.001	1.995	0.006
pdmr_wes_colorectal	296347--364-R--U77V74_P1_WES	296347--364-R--U76V70QC7E19_P3_WES	1.0	1.0	0.0	2.004	2.014	0.01
pdmr_wes_colorectal	296347--364-R--U77V74_P1_WES	296347--364-R--U77V73PT4K85_P3_WES	1.0	0.9936	0.006	2.004	1.995	0.009
pdmr_wes_colorectal	361931--004-R--JT2J23_P1_WES	361931--004-R--QV3HV5JE9_P2_WES	1.0	1.0	0.0	2.958	2.963	0.005
pdmr_wes_colorectal	361931--004-R--JT2J23_P1_WES	361931--004-R--QV3HV6JE2_P2_WES	1.0	1.0	0.0	2.958	3.007	0.049
pdmr_wes_colorectal	361931--004-R--JT2J23_P1_WES	361931--004-R--QV3HV7JQ1_P2_WES	1.0	1.0	0.0	2.958	2.951	0.007
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E08FJ7_P1_WES	0.9965	1.0	0.003	1.68	1.957	0.277
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E09G26_P1_WES	0.9965	1.0	0.003	1.68	1.893	0.213
pdmr_wes_colorectal	451658--271-R--E10_P0_WES	451658--271-R--E12H76_P1_WES	0.9965	0.989	0.008	1.68	1.962	0.282
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG3U89_P1_WES	0.8777	1.0	0.122	2.531	2.946	0.415
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG3U89_P1_WES	0.8808	1.0	0.119	2.567	2.946	0.379
pdmr_wes_colorectal	479181--293-R--TG3U89_P1_WES	479181--293-R--TG3U88VJ1_P2_WES	1.0	1.0	0.0	2.946	2.867	0.079
pdmr_wes_colorectal	479181--293-R--TG3U89_P1_WES	479181--293-R--TG4U98UZ8_P2_WES	1.0	0.8756	0.124	2.946	2.571	0.375
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK6UD8_P2_WES	1.0	1.0	0.0	3.298	3.012	0.286
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK8U95_P2_WES	1.0	1.0	0.0	3.298	3.024	0.274
pdmr_wes_colorectal	519858--162-T--T24TK6UD8_P2_WES	519858--162-T--T24TK6UD6V01_P3_WES	1.0	1.0	0.0	3.012	3.005	0.007
pdmr_wes_colorectal	519858--162-T--T24TK6UD8_P2_WES	519858--162-T--T24TK7U91V04_P3_WES	1.0	1.0	0.0	3.012	3.079	0.067
pdmr_wes_colorectal	519858--162-T--T24TK6UD8_P2_WES	519858--162-T--T24TK8U94V07_P3_WES	1.0	1.0	0.0	3.012	3.021	0.009
pdmr_wes_colorectal	519858--162-T--T24TK8U95_P2_WES	519858--162-T--T24TK6UD6V01_P3_WES	1.0	1.0	0.0	3.024	3.005	0.019
pdmr_wes_colorectal	519858--162-T--T24TK8U95_P2_WES	519858--162-T--T24TK7U91V04_P3_WES	1.0	1.0	0.0	3.024	3.079	0.055
pdmr_wes_colorectal	519858--162-T--T24TK8U95_P2_WES	519858--162-T--T24TK8U94V07_P3_WES	1.0	1.0	0.0	3.024	3.021	0.003
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MG5_P1_WES	1.0	1.0	0.0	1.956	1.945	0.011
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV9MH0_P1_WES	1.0	1.0	0.0	1.956	1.97	0.014
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MG5_P1_WES	1.0	1.0	0.0	1.905	1.945	0.04
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV9MH0_P1_WES	1.0	1.0	0.0	1.905	1.97	0.065
pdmr_wes_colorectal	714841--288-R--KV6MG5_P1_WES	714841--288-R--KV6MF7NX7_P2_WES	1.0	1.0	0.0	1.945	1.911	0.034
pdmr_wes_colorectal	714841--288-R--KV9MH0_P1_WES	714841--288-R--KV6MF7NX7_P2_WES	1.0	1.0	0.0	1.97	1.911	0.059
pdmr_wes_colorectal	714841--288-R--KV6MF7NX7_P2_WES	714841--288-R--KV6MF7NX6M067_P3_WES	1.0	1.0	0.0	1.911	1.955	0.044
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YP8WE6_P1_WES	1.0	1.0	0.0	1.977	2.0	0.023
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YP9WU8_P1_WES	1.0	0.9321	0.068	1.977	2.015	0.038
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YQ0W10_P1_WES	1.0	1.0	0.0	1.977	2.003	0.026
pdmr_wes_colorectal	762968--020-R--YP8_P0_WES	762968--020-R--YQ1WF8_P1_WES	1.0	1.0	0.0	1.977	2.012	0.035
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YP8WE6_P1_WES	1.0	1.0	0.0	2.014	2.0	0.014
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YP9WU8_P1_WES	1.0	0.9321	0.068	2.014	2.015	0.001
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YQ0W10_P1_WES	1.0	1.0	0.0	2.014	2.003	0.011
pdmr_wes_colorectal	762968--020-R--YQ0_P0_WES	762968--020-R--YQ1WF8_P1_WES	1.0	1.0	0.0	2.014	2.012	0.002
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440_P1_WES	0.9816	0.9899	0.008	2.016	2.034	0.018
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M442_P1_WES	0.9816	1.0	0.018	2.016	1.987	0.029
pdmr_wes_colorectal	862259--027-R--IA1M440_P1_WES	862259--027-R--IA1M440M883_P2_WES	0.9899	0.9934	0.003	2.034	2.045	0.011
pdmr_wes_colorectal	862259--027-R--IA1M442_P1_WES	862259--027-R--IA1M440M883_P2_WES	1.0	0.9934	0.007	1.987	2.045	0.058
pdmr_wes_colorectal	862259--027-R--IA1M440M883_P2_WES	862259--027-R--IA1M440M881X32_P3_WES	0.9934	0.9988	0.005	2.045	1.987	0.058
pdmr_wes_colorectal	862259--027-R--IA1M440M883_P2_WES	862259--027-R--IA1M440M884X90_P3_WES	0.9934	0.9884	0.005	2.045	2.008	0.037
pdmr_wes_colorectal	135848--042-T--JI5_P0_WES	135848--042-T--JI5M633KB9_P2_WES	0.7701	0.965	0.195	2.11	1.603	0.507
pdmr_wes_colorectal	135848--042-T--JI6_P0_WES	135848--042-T--JI5M633KB9_P2_WES	0.9701	0.965	0.005	2.024	1.603	0.421
pdmr_wes_colorectal	185487--224-T--KB5LE7_P1_WES	185487--224-T--KB5LE3MF2N28_P3_WES	0.9832	1.0	0.017	3.076	3.044	0.032
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ7VT8W69_P2_WES	0.9851	0.9932	0.008	2.122	2.112	0.01
pdmr_wes_colorectal	186413--043-R--UQ7_P0_WES	186413--043-R--UQ8Q44QR5_P2_WES	0.9851	0.9645	0.021	2.122	2.038	0.084
pdmr_wes_colorectal	253994--281-T--E85M208_P1_WES	253994--281-T--E85M209EE3F36A35_P4_WES	0.9834	0.9971	0.014	1.941	1.958	0.017
pdmr_wes_colorectal	253994--281-T--E85M209_P1_WES	253994--281-T--E85M209EE3F36A35_P4_WES	1.0	0.9971	0.003	1.963	1.958	0.005
pdmr_wes_colorectal	273541--280-R--E79_P0_WES	273541--280-R--E79A62F58_P2_WES	1.0	1.0	0.0	2.007	2.009	0.002
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U76V70QC7E19_P3_WES	0.9386	1.0	0.061	2.002	2.014	0.012
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U76V70QC7E19_P3_WES	1.0	1.0	0.0	2.016	2.014	0.002
pdmr_wes_colorectal	296347--364-R--U76_P0_WES	296347--364-R--U77V73PT4K85_P3_WES	0.9386	0.9936	0.055	2.002	1.995	0.007
pdmr_wes_colorectal	296347--364-R--U77_P0_WES	296347--364-R--U77V73PT4K85_P3_WES	1.0	0.9936	0.006	2.016	1.995	0.021
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG3U88VJ1_P2_WES	0.8777	1.0	0.122	2.531	2.867	0.336
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG3U88VJ1_P2_WES	0.8808	1.0	0.119	2.567	2.867	0.3
pdmr_wes_colorectal	479181--293-R--TG3_P0_WES	479181--293-R--TG4U98UZ8_P2_WES	0.8777	0.8756	0.002	2.531	2.571	0.04
pdmr_wes_colorectal	479181--293-R--TG4_P0_WES	479181--293-R--TG4U98UZ8_P2_WES	0.8808	0.8756	0.005	2.567	2.571	0.004
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK6UD6V01_P3_WES	1.0	1.0	0.0	3.298	3.005	0.293
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK7U91V04_P3_WES	1.0	1.0	0.0	3.298	3.079	0.219
pdmr_wes_colorectal	519858--162-T--T24_P0_WES	519858--162-T--T24TK8U94V07_P3_WES	1.0	1.0	0.0	3.298	3.021	0.277
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MF7NX7_P2_WES	1.0	1.0	0.0	1.956	1.911	0.045
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MF7NX7_P2_WES	1.0	1.0	0.0	1.905	1.911	0.006
pdmr_wes_colorectal	714841--288-R--KV6_P0_WES	714841--288-R--KV6MF7NX6M067_P3_WES	1.0	1.0	0.0	1.956	1.955	0.001
pdmr_wes_colorectal	714841--288-R--KV7_P0_WES	714841--288-R--KV6MF7NX6M067_P3_WES	1.0	1.0	0.0	1.905	1.955	0.05
pdmr_wes_colorectal	714841--288-R--KV6MG5_P1_WES	714841--288-R--KV6MF7NX6M067_P3_WES	1.0	1.0	0.0	1.945	1.955	0.01
pdmr_wes_colorectal	714841--288-R--KV9MH0_P1_WES	714841--288-R--KV6MF7NX6M067_P3_WES	1.0	1.0	0.0	1.97	1.955	0.015
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M883_P2_WES	0.9816	0.9934	0.012	2.016	2.045	0.029
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M881X32_P3_WES	0.9816	0.9988	0.017	2.016	1.987	0.029
pdmr_wes_colorectal	862259--027-R--IA1_P0_WES	862259--027-R--IA1M440M884X90_P3_WES	0.9816	0.9884	0.007	2.016	2.008	0.008
pdmr_wes_colorectal	862259--027-R--IA1M440_P1_WES	862259--027-R--IA1M440M881X32_P3_WES	0.9899	0.9988	0.009	2.034	1.987	0.047
pdmr_wes_colorectal	862259--027-R--IA1M442_P1_WES	862259--027-R--IA1M440M881X32_P3_WES	1.0	0.9988	0.001	1.987	1.987	0.0
pdmr_wes_colorectal	862259--027-R--IA1M440_P1_WES	862259--027-R--IA1M440M884X90_P3_WES	0.9899	0.9884	0.002	2.034	2.008	0.026
pdmr_wes_colorectal	862259--027-R--IA1M442_P1_WES	862259--027-R--IA1M440M884X90_P3_WES	1.0	0.9884	0.012	1.987	2.008	0.021
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF6V27_P1_WES	1.0	1.0	0.0	3.085	3.035	0.05
pdmr_wes_headneck	226611--082-R--XF8_P0_WES	226611--082-R--XF7VA2_P1_WES	1.0	1.0	0.0	3.085	3.067	0.018
pdmr_wes_headneck	226611--082-R--XF6V27_P1_WES	226611--082-R--XF6V30U25_P2_WES	1.0	1.0	0.0	3.035	3.071	0.036
pdmr_wes_headneck	226611--082-R--XF7VA2_P1_WES	226611--082-R--XF6V30U25_P2_WES	1.0	1.0	0.0	3.067	3.071	0.004
pdmr_wes_headneck	226611--082-R--XF6V30U25_P2_WES	226611--082-R--XF8V32_RG-VZ9_P3_WES	1.0	1.0	0.0	3.071	3.068	0.003
pdmr_wes_headneck	226611--082-R--XF6V30U25_P2_WES	226611--082-R--XF8V33_RG-VZ9_P3_WES	1.0	1.0	0.0	3.071	3.068	0.003
pdmr_wes_headneck	245127--232-R--KE6_P0_WES	245127--232-R--KE6L74_P1_WES	1.0	1.0	0.0	1.987	1.984	0.003
pdmr_wes_headneck	245127--232-R--KE6L74_P1_WES	245127--232-R--KE8KY7_RG-LW5_P2_WES	1.0	1.0	0.0	1.984	1.971	0.013
pdmr_wes_headneck	245127--232-R--KE8KY7_RG-LW5_P2_WES	245127--232-R--KE6L72N45VG1_P3_WES	1.0	1.0	0.0	1.971	1.97	0.001
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE1M277_P2_WES	1.0	1.0	0.0	1.991	1.996	0.005
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE2_RG-W11_P2_WES	1.0	1.0	0.0	1.991	2.006	0.015
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE4M890_P2_WES	1.0	1.0	0.0	1.991	2.006	0.015
pdmr_wes_headneck	246569--268-R--FE9_P0_WES	246569--268-R--FE9WE5_RG-W15_P2_WES	1.0	1.0	0.0	1.991	1.999	0.008
pdmr_wes_headneck	246569--268-R--FE9WE1M277_P2_WES	246569--268-R--FE9WE4M889M938_P3_WES	1.0	1.0	0.0	1.996	1.996	0.0
pdmr_wes_headneck	246569--268-R--FE9WE2_RG-W11_P2_WES	246569--268-R--FE9WE4M889M938_P3_WES	1.0	1.0	0.0	2.006	1.996	0.01
pdmr_wes_headneck	246569--268-R--FE9WE4M890_P2_WES	246569--268-R--FE9WE4M889M938_P3_WES	1.0	1.0	0.0	2.006	1.996	0.01
pdmr_wes_headneck	246569--268-R--FE9WE5_RG-W15_P2_WES	246569--268-R--FE9WE4M889M938_P3_WES	1.0	1.0	0.0	1.999	1.996	0.003
pdmr_wes_headneck	275155--148-R--ORIGINATOR_PT_WES	275155--148-R--T16_P0_WES	0.3884	1.0	0.612	2.01	1.998	0.012
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T12T71TC0_P2_WES	1.0	1.0	0.0	1.998	2.0	0.002
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T13T75TE5_P2_WES	1.0	1.0	0.0	1.998	2.001	0.003
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T15TB2TX9_P2_WES	1.0	1.0	0.0	1.998	2.0	0.002
pdmr_wes_headneck	275155--148-R--T16_P0_WES	275155--148-R--T16TJ3UK1_P2_WES	1.0	1.0	0.0	1.998	1.999	0.001
pdmr_wes_headneck	297248--317-R--AS2NA9E78_P2_WES	297248--317-R--AS2NA9E78F14FG2HE2_P5_WES	0.9881	0.982	0.006	1.965	1.771	0.194
pdmr_wes_headneck	297248--317-R--AS2NA9E79_P2_WES	297248--317-R--AS2NA9E78F14FG2HE2_P5_WES	1.0	0.982	0.018	1.962	1.771	0.191
pdmr_wes_headneck	297248--317-R--AS2NA9E78F14FG2HE2_P5_WES	297248--317-R--AS2NA9E78F14FG0G41HV4_P6_WES	0.982	0.9899	0.008	1.771	1.959	0.188
pdmr_wes_headneck	328373--195-R--ORIGINATOR_PT_WES	328373--195-R--G50_P0_WES	0.3116	0.7056	0.394	2.96	2.973	0.013
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G47GE9_P1_WES	0.7056	0.6609	0.045	2.973	2.988	0.015
pdmr_wes_headneck	328373--195-R--G50_P0_WES	328373--195-R--G48GJ3_P1_WES	0.7056	0.9998	0.294	2.973	2.928	0.045
pdmr_wes_headneck	328373--195-R--G47GE9_P1_WES	328373--195-R--G47GF1GP6_P2_WES	0.6609	0.7265	0.066	2.988	2.995	0.007
pdmr_wes_headneck	328373--195-R--G48GJ3_P1_WES	328373--195-R--G47GF1GP6_P2_WES	0.9998	0.7265	0.273	2.928	2.995	0.067
pdmr_wes_headneck	328373--195-R--G47GF1GP6_P2_WES	328373--195-R--G49GM6GT6Y25_P3_WES	0.7265	0.711	0.016	2.995	2.953	0.042
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P25PJ8_P1_WES	0.9965	1.0	0.003	1.986	1.983	0.003
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P26PK3_P1_WES	0.9965	0.9978	0.001	1.986	1.985	0.001
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P26PK6_P1_WES	0.9965	0.9908	0.006	1.986	1.961	0.025
pdmr_wes_headneck	345371--062-R--P24_P0_WES	345371--062-R--P27PQ6_P1_WES	0.9965	0.9975	0.001	1.986	1.961	0.025
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P25PJ8_P1_WES	0.9962	1.0	0.004	1.988	1.983	0.005
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P26PK3_P1_WES	0.9962	0.9978	0.002	1.988	1.985	0.003
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P26PK6_P1_WES	0.9962	0.9908	0.005	1.988	1.961	0.027
pdmr_wes_headneck	345371--062-R--P26_P0_WES	345371--062-R--P27PQ6_P1_WES	0.9962	0.9975	0.001	1.988	1.961	0.027
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H25HE5_P1_WES	1.0	1.0	0.0	3.037	3.041	0.004
pdmr_wes_headneck	562742--068-R--H25_P0_WES	562742--068-R--H25HE8_P1_WES	1.0	1.0	0.0	3.037	3.033	0.004
pdmr_wes_headneck	562742--068-R--H25HE5_P1_WES	562742--068-R--H24WF0M892_P2_WES	1.0	1.0	0.0	3.041	3.035	0.006
pdmr_wes_headneck	562742--068-R--H25HE5_P1_WES	562742--068-R--H26HF3M876_P2_WES	1.0	0.9611	0.039	3.041	3.158	0.117
pdmr_wes_headneck	562742--068-R--H25HE8_P1_WES	562742--068-R--H24WF0M892_P2_WES	1.0	1.0	0.0	3.033	3.035	0.002
pdmr_wes_headneck	562742--068-R--H25HE8_P1_WES	562742--068-R--H26HF3M876_P2_WES	1.0	0.9611	0.039	3.033	3.158	0.125
pdmr_wes_headneck	562742--068-R--H24WF0M892_P2_WES	562742--068-R--H24WF0M894X07_P3_WES	1.0	1.0	0.0	3.035	3.024	0.011
pdmr_wes_headneck	562742--068-R--H26HF3M876_P2_WES	562742--068-R--H24WF0M894X07_P3_WES	0.9611	1.0	0.039	3.158	3.024	0.134
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A37_P0_WES	0.8609	0.8703	0.009	1.996	2.009	0.013
pdmr_wes_headneck	582836--169-R--ORIGINATOR_PT_WES	582836--169-R--A39_P0_WES	0.8609	0.9767	0.116	1.996	1.991	0.005
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A37AA1_P1_WES	0.8703	0.9545	0.084	2.009	2.009	0.0
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A38AC6_P1_WES	0.8703	0.9955	0.125	2.009	2.002	0.007
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A38AC8_P1_WES	0.8703	0.9834	0.113	2.009	2.002	0.007
pdmr_wes_headneck	582836--169-R--A37_P0_WES	582836--169-R--A39AH5_P1_WES	0.8703	0.9989	0.129	2.009	1.995	0.014
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A37AA1_P1_WES	0.9767	0.9545	0.022	1.991	2.009	0.018
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A38AC6_P1_WES	0.9767	0.9955	0.019	1.991	2.002	0.011
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A38AC8_P1_WES	0.9767	0.9834	0.007	1.991	2.002	0.011
pdmr_wes_headneck	582836--169-R--A39_P0_WES	582836--169-R--A39AH5_P1_WES	0.9767	0.9989	0.022	1.991	1.995	0.004
pdmr_wes_headneck	668155--338-R--YE7_P0_WES	668155--338-R--YE8XD4_P1_WES	0.9598	0.9935	0.034	2.918	2.983	0.065
pdmr_wes_headneck	668155--338-R--YE7_P0_WES	668155--338-R--YF0XE0_P1_WES	0.9598	1.0	0.04	2.918	2.994	0.076
pdmr_wes_headneck	735871--273-R--ORIGINATOR_PT_WES	735871--273-R--GU9_P0_WES	0.4731	0.8946	0.421	2.08	2.149	0.069
pdmr_wes_headneck	735871--273-R--GU9_P0_WES	735871--273-R--GV1Y89_P1_WES	0.8946	1.0	0.105	2.149	1.948	0.201
pdmr_wes_headneck	735871--273-R--GV1Y89_P1_WES	735871--273-R--GU7Y57YM7_P2_WES	1.0	0.9296	0.07	1.948	2.102	0.154
pdmr_wes_headneck	735871--273-R--GV1Y89_P1_WES	735871--273-R--GU8YF8X78_P2_WES	1.0	0.9948	0.005	1.948	2.124	0.176
pdmr_wes_headneck	735871--273-R--GV1Y89_P1_WES	735871--273-R--GU9YA2X13_P2_WES	1.0	0.9906	0.009	1.948	2.031	0.083
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H04M900_P1_WES	1.0	1.0	0.0	3.003	3.009	0.006
pdmr_wes_headneck	784116--028-R--H04_P0_WES	784116--028-R--H06HG0_P1_WES	1.0	1.0	0.0	3.003	3.002	0.001
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H04M900_P1_WES	0.9606	1.0	0.039	2.997	3.009	0.012
pdmr_wes_headneck	784116--028-R--H06_P0_WES	784116--028-R--H06HG0_P1_WES	0.9606	1.0	0.039	2.997	3.002	0.005
pdmr_wes_headneck	784116--028-R--H04M900_P1_WES	784116--028-R--H04M898M143_P2_WES	1.0	1.0	0.0	3.009	3.0	0.009
pdmr_wes_headneck	784116--028-R--H04M900_P1_WES	784116--028-R--H06HF7W51_P2_WES	1.0	0.9742	0.026	3.009	2.99	0.019
